t,attack_active,innovation_norm,nis,anis,nis_alarm,anis_alarm,p_trace,invert_ok,filt_x,filt_y,filt_z,true_x,true_y,true_z,spoof_error
114,0,13.713314,0.000000,0.000000,0,0,22.577993,1,4180400.1837,851776.5164,4726079.5819,4180401.3808,851773.6468,4726075.6398,13.0660
115,0,12.948210,0.000000,0.000000,0,0,22.577992,1,4180399.8257,851774.3965,4726080.0437,4180400.6507,851773.4980,4726076.3079,9.6471
116,0,20.753070,0.000000,0.000000,0,0,22.577992,1,4180398.5601,851772.8911,4726078.3165,4180399.9206,851773.3492,4726076.9761,17.1153
117,0,6.070235,0.000000,0.000000,0,0,22.577991,1,4180398.2884,851772.4240,4726079.6165,4180399.1904,851773.2004,4726077.6442,7.1107
118,0,12.794102,0.000000,0.000000,0,0,22.577991,1,4180397.6208,851772.3518,4726081.9197,4180398.4603,851773.0517,4726078.3123,14.7324
119,0,12.915253,0.000000,0.000000,0,0,22.577990,1,4180397.8793,851772.9782,4726084.1229,4180397.7302,851772.9029,4726078.9805,15.7921
120,0,14.259439,0.000000,0.000000,0,0,22.577990,1,4180397.4970,851771.9345,4726083.2107,4180397.0000,851772.7541,4726079.6486,9.4740
121,0,11.801931,0.000000,0.000000,0,0,22.577990,1,4180395.4434,851772.1996,4726082.9177,4180396.2699,851772.6054,4726080.3168,9.0036
122,0,12.140151,0.000000,0.000000,0,0,22.577990,1,4180395.3880,851772.8666,4726082.1495,4180395.5398,851772.4566,4726080.9849,9.5135
123,0,5.974163,0.000000,0.000000,0,0,22.577989,1,4180394.9622,851773.8508,4726082.6690,4180394.8096,851772.3078,4726081.6530,6.4904
124,0,11.627354,0.000000,0.000000,0,0,22.577989,1,4180395.1755,851773.3835,4726081.8387,4180394.0795,851772.1591,4726082.3212,10.6674
125,0,13.568210,0.000000,0.000000,0,0,22.577989,1,4180394.2249,851771.3972,4726083.3172,4180393.3493,851772.0103,4726082.9893,11.8944
126,0,15.044262,0.000000,0.000000,0,0,22.577989,1,4180393.0170,851772.5235,4726082.1826,4180392.6192,851771.8615,4726083.6575,14.3333
127,0,1.045654,0.000000,0.000000,0,0,22.577989,1,4180392.4270,851772.6160,4726082.5468,4180391.8891,851771.7128,4726084.3256,2.7409
128,0,10.063608,0.000000,0.000000,0,0,22.577989,1,4180392.0463,851771.6791,4726081.7922,4180391.1589,851771.5640,4726084.9937,11.6181
129,0,9.815589,0.000000,0.000000,0,0,22.577989,1,4180389.9885,851770.9868,4726081.4975,4180390.4288,851771.4152,4726085.6619,11.2121
130,0,3.000152,0.000000,0.000000,0,0,22.577989,1,4180389.5518,851770.5286,4726081.4953,4180389.6987,851771.2665,4726086.3300,7.0226
131,0,9.581379,0.000000,0.000000,0,0,22.577989,1,4180388.1993,851768.7072,4726081.9541,4180388.9685,851771.1177,4726086.9982,10.9180
132,0,5.744937,0.000000,0.000000,0,0,22.577989,1,4180387.9554,851767.5766,4726082.5997,4180388.2384,851770.9689,4726087.6663,7.5040
133,0,8.221281,0.000000,0.000000,0,0,22.577989,1,4180387.9048,851767.1471,4726083.8666,4180387.5083,851770.8202,4726088.3344,5.2468
134,0,25.118877,0.000000,0.000000,0,0,22.577989,1,4180386.7770,851769.6530,4726086.7197,4180386.7781,851770.6714,4726089.0026,18.8882
135,0,11.024206,0.000000,0.000000,0,0,22.577989,1,4180387.1574,851769.0480,4726088.4432,4180386.0480,851770.5226,4726089.6707,9.5188
136,0,6.028345,0.000000,0.000000,0,0,22.577989,1,4180386.1896,851769.4468,4726088.4682,4180385.3179,851770.3739,4726090.3389,6.1564
137,0,5.739600,0.000000,0.000000,0,0,22.577989,1,4180385.5303,851768.7617,4726089.6993,4180384.5877,851770.2251,4726091.0070,4.9477
138,0,15.335801,0.000000,0.000000,0,0,22.577989,1,4180386.3240,851767.5755,4726088.7450,4180383.8576,851770.0763,4726091.6751,17.4806
139,0,6.710062,0.000000,0.000000,0,0,22.577989,1,4180385.8063,851768.4833,4726089.1666,4180383.1275,851769.9276,4726092.3433,6.0881
